Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Type_H,Type_L,Type_M
0.30346162525415726,0.40867098088156695,-1.7889697181085662,0.5807074375814596,11.383309767435195,0,False,False,True
0.25246567095395467,0.33992207756388854,-4.226647801865078,-0.1882196603517592,11.430441810982602,0,False,True,False
0.25246567095395467,0.40867098088156695,17.181922945192333,0.759772652168648,11.461863173347538,0,True,False,False
0.25246567095395467,0.40867098088156695,5.204229821743125,0.7071064125841808,11.540416579259883,0,False,True,False
0.25246567095395467,0.40867098088156695,-20.478980343686526,-2.0736710374756804,11.571837941624821,0,False,True,False
0.30346162525415726,0.47741988419920617,-5.242644529516582,1.3601677834315722,8.30401625567131,0,False,False,True
0.30346162525415726,0.40867098088156695,-10.58468614784111,-0.04075418951525156,8.351148299218718,0,True,False,False
0.25246567095395467,0.40867098088156695,-6.264544827273287,0.5491076938307797,8.42970170513106,0,False,True,False
0.25246567095395467,0.40867098088156695,13.304959914391029,1.0125706021740897,8.461123067495999,0,False,True,False
0.25246567095395467,0.33992207756388854,-28.100443932747545,-0.39888461868962743,8.492544429860937,0,False,True,False
0.25246567095395467,0.33992207756388854,3.238667648368718,0.30684299174223073,8.523965792225873,0,False,False,True
0.25246567095395467,0.33992207756388854,23.25728093158321,-2.926864118744047,8.57109783577328,1,False,True,False
0.20146971665375205,0.2711731742462103,-1.6980166470942057,2.2554938563675124,8.602519198138218,0,False,True,False
0.20146971665375205,0.2711731742462103,32.12644122548907,-0.3883513707727347,8.633940560503156,0,False,False,True
0.25246567095395467,0.33992207756388854,-9.456297452872967,0.812438891753115,8.681072604050563,0,True,False,False
0.25246567095395467,0.33992207756388854,-1.9236626556844303,0.30684299174223073,8.759626009962906,0,False,True,False
0.30346162525415726,0.33992207756388854,-3.3696695498014884,0.3279094875760179,8.791047372327844,0,False,True,False
0.3544575795543308,0.40867098088156695,4.180761562090162,-0.3146186353544804,8.82246873469278,0,False,False,True
0.3544575795543308,0.47741988419920617,12.812024782223789,0.7071064125841808,8.869600778240187,0,False,False,True
0.40545353385453337,0.5461687875168845,-31.370231255641496,-1.3574101791269284,8.916732821787594,0,False,True,False
0.40545353385453337,0.5461687875168845,32.998586721033064,1.4549670146836127,8.948154184152532,0,False,True,False
0.3544575795543308,0.40867098088156695,17.65316856069943,-0.7780815436977905,8.97957554651747,0,True,False,False
0.3544575795543308,0.33992207756388854,44.063828313904814,-0.71488205619643,9.058128952429813,0,False,True,False
0.3544575795543308,0.40867098088156695,2.002936100892998,-0.15661991660107927,9.089550314794751,0,False,False,True
0.30346162525415726,0.40867098088156695,3.6405216956879363,-2.242203004145975,9.136682358342156,0,False,True,False
0.30346162525415726,0.40867098088156695,-22.61102875688853,0.49644145424631264,9.168103720707094,0,True,False,False
0.30346162525415726,0.47741988419920617,7.579855113283124,-0.04075418951525156,9.24665712661944,0,False,True,False
0.30346162525415726,0.40867098088156695,-5.646853061282189,-0.5463500895261358,9.278078488984375,0,False,True,False
0.30346162525415726,0.40867098088156695,-19.51489402811806,1.0968365855092368,9.309499851349313,0,False,False,True
0.30346162525415726,0.40867098088156695,6.8902915685955595,-0.03022094159835797,9.35663189489672,0,False,True,False
0.3544575795543308,0.5461687875168845,0.31161675578168724,-1.3363436832931415,9.388053257261658,0,False,True,False
0.3544575795543308,0.5461687875168845,-4.663846057016442,0.9599043625896226,9.419474619626595,0,False,True,False
0.3544575795543308,0.6149176908345236,-16.669773979279743,-0.9466135103680854,9.450895981991533,0,False,True,False
0.3544575795543308,0.5461687875168845,-9.913416950598673,0.6755066688335002,9.48231734435647,0,False,False,True
0.30346162525415726,0.40867098088156695,-35.831493470834204,-1.4522094103789693,9.529449387903878,0,True,False,False
0.30346162525415726,0.40867098088156695,19.150231949427614,-0.1882196603517592,9.60800279381622,0,False,True,False
0.3544575795543308,0.40867098088156695,-7.900850669125708,1.3391012875977857,9.639424156181159,0,False,True,False
0.30346162525415726,0.40867098088156695,8.774977005358352,-0.051287437432145144,9.670845518546097,0,False,True,False
0.3544575795543308,0.40867098088156695,31.12378279138065,-0.6095495770274958,9.702266880911035,0,False,True,False
0.30346162525415726,0.33992207756388854,-24.38355487485749,-0.3146186353544804,9.73368824327597,0,True,False,False
0.3544575795543308,0.40867098088156695,4.430008178032088,-1.020346245786339,9.812241649188316,0,False,True,False
0.30346162525415726,0.33992207756388854,5.730023812205861,-0.2408858999362262,9.843663011553254,0,False,True,False
0.30346162525415726,0.33992207756388854,10.540979808253791,-1.062479237453913,9.87508437391819,0,False,True,False
0.3544575795543308,0.40867098088156695,4.924361767326898,-2.200070012478401,9.906505736283128,0,False,False,True
0.3544575795543308,0.40867098088156695,3.5098506650365513,-0.46208410619098805,9.953637779830535,0,False,False,True
0.3544575795543308,0.40867098088156695,19.668919354670717,-1.3047439395424612,10.000769823377942,0,False,False,True
0.3544575795543308,0.33992207756388854,0.517027513580687,-1.8735393270547058,10.047901866925347,0,False,False,True
0.30346162525415726,0.2711731742462103,8.795328605324379,0.2752432479915508,10.095033910472754,0,False,True,False
0.30346162525415726,0.2711731742462103,11.347929236415798,-2.126337277060147,10.126455272837692,0,False,True,False
0.30346162525415726,0.2711731742462103,-26.207721694475566,0.7703059000855408,10.157876635202628,0,False,True,False
0.30346162525415726,0.2711731742462103,-15.01801791932621,0.812438891753115,10.189297997567566,0,False,True,False
0.30346162525415726,0.2711731742462103,26.306484248978602,-0.2408858999362262,10.220719359932504,0,False,True,False
0.30346162525415726,0.2711731742462103,-13.214516231428773,0.29630974382533715,10.252140722297442,0,True,False,False
0.3544575795543308,0.33992207756388854,-20.82420734620471,-0.13555342076729207,10.330694128209785,0,True,False,False
0.3544575795543308,0.33992207756388854,9.707889729599744,0.3279094875760179,10.40924753412213,0,True,False,False
